"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"26.07.2017 18:00 - 26.07.2017 19:00","43642","41465"
"26.07.2017 19:00 - 26.07.2017 20:00","42376","40894"
"26.07.2017 20:00 - 26.07.2017 21:00","40992","40026"
"26.07.2017 21:00 - 26.07.2017 22:00","40570","39611"
"26.07.2017 22:00 - 26.07.2017 23:00","37861","36848"
"26.07.2017 23:00 - 27.07.2017 00:00","35042","34126"
"27.07.2017 00:00 - 27.07.2017 01:00","31840","31296"
"27.07.2017 01:00 - 27.07.2017 02:00","29756","29310"
"27.07.2017 02:00 - 27.07.2017 03:00","28786","28226"
"27.07.2017 03:00 - 27.07.2017 04:00","28203","27675"
"27.07.2017 04:00 - 27.07.2017 05:00","28268","27750"
"27.07.2017 05:00 - 27.07.2017 06:00","29328","28847"
"27.07.2017 06:00 - 27.07.2017 07:00","31536","31402"
"27.07.2017 07:00 - 27.07.2017 08:00","36161","36328"
"27.07.2017 08:00 - 27.07.2017 09:00","41140","40682"
"27.07.2017 09:00 - 27.07.2017 10:00","43463","42640"
"27.07.2017 10:00 - 27.07.2017 11:00","44003","43367"
"27.07.2017 11:00 - 27.07.2017 12:00","43970","43329"
"27.07.2017 12:00 - 27.07.2017 13:00","43099","41729"
"27.07.2017 13:00 - 27.07.2017 14:00","43268","41816"
"27.07.2017 14:00 - 27.07.2017 15:00","44228","43270"
"27.07.2017 15:00 - 27.07.2017 16:00","44155","43837"
"27.07.2017 16:00 - 27.07.2017 17:00","44457","43907"
"27.07.2017 17:00 - 27.07.2017 18:00","43544","42979"
"27.07.2017 18:00 - 27.07.2017 19:00","42105","41678"
"27.07.2017 19:00 - 27.07.2017 20:00","41095","41203"
"27.07.2017 20:00 - 27.07.2017 21:00","40300","40594"
"27.07.2017 21:00 - 27.07.2017 22:00","39784","40371"
"27.07.2017 22:00 - 27.07.2017 23:00","37201","37325"
"27.07.2017 23:00 - 28.07.2017 00:00","34031","34511"
"28.07.2017 00:00 - 28.07.2017 01:00","31922","31764"
"28.07.2017 01:00 - 28.07.2017 02:00","30016","29907"
"28.07.2017 02:00 - 28.07.2017 03:00","28738","28709"
"28.07.2017 03:00 - 28.07.2017 04:00","28067","28117"
"28.07.2017 04:00 - 28.07.2017 05:00","28100","28191"
"28.07.2017 05:00 - 28.07.2017 06:00","29146","29086"
"28.07.2017 06:00 - 28.07.2017 07:00","31449","31678"
"28.07.2017 07:00 - 28.07.2017 08:00","36022","36481"
"28.07.2017 08:00 - 28.07.2017 09:00","40263","41017"
"28.07.2017 09:00 - 28.07.2017 10:00","42488","43042"
"28.07.2017 10:00 - 28.07.2017 11:00","43373","43933"
"28.07.2017 11:00 - 28.07.2017 12:00","43477","43958"
"28.07.2017 12:00 - 28.07.2017 13:00","42242","42402"
"28.07.2017 13:00 - 28.07.2017 14:00","41923","42020"
"28.07.2017 14:00 - 28.07.2017 15:00","43187","42913"
"28.07.2017 15:00 - 28.07.2017 16:00","43900","43330"
"28.07.2017 16:00 - 28.07.2017 17:00","43620","43598"
"28.07.2017 17:00 - 28.07.2017 18:00","42359","42827"
"28.07.2017 18:00 - 28.07.2017 19:00","40910","41921"
"28.07.2017 19:00 - 28.07.2017 20:00","40152","41498"
"28.07.2017 20:00 - 28.07.2017 21:00","39552","40663"
"28.07.2017 21:00 - 28.07.2017 22:00","39518","40053"
"28.07.2017 22:00 - 28.07.2017 23:00","37036","37112"
"28.07.2017 23:00 - 29.07.2017 00:00","33963","34618"
"29.07.2017 00:00 - 29.07.2017 01:00","31970","32437"
"29.07.2017 01:00 - 29.07.2017 02:00","30108","30555"
"29.07.2017 02:00 - 29.07.2017 03:00","28849","29249"
"29.07.2017 03:00 - 29.07.2017 04:00","27819","28383"
"29.07.2017 04:00 - 29.07.2017 05:00","27510","27852"
"29.07.2017 05:00 - 29.07.2017 06:00","27385","27927"
"29.07.2017 06:00 - 29.07.2017 07:00","27567","28367"
"29.07.2017 07:00 - 29.07.2017 08:00","29925","31151"
"29.07.2017 08:00 - 29.07.2017 09:00","33011","34111"
"29.07.2017 09:00 - 29.07.2017 10:00","34842","36004"
"29.07.2017 10:00 - 29.07.2017 11:00","35537","36351"
"29.07.2017 11:00 - 29.07.2017 12:00","35269","36191"
"29.07.2017 12:00 - 29.07.2017 13:00","34797","35305"
"29.07.2017 13:00 - 29.07.2017 14:00","33601","34081"
"29.07.2017 14:00 - 29.07.2017 15:00","33337","33577"
"29.07.2017 15:00 - 29.07.2017 16:00","33581","33776"
"29.07.2017 16:00 - 29.07.2017 17:00","33950","34243"
"29.07.2017 17:00 - 29.07.2017 18:00","34418","35144"
"29.07.2017 18:00 - 29.07.2017 19:00","35135","36092"
"29.07.2017 19:00 - 29.07.2017 20:00","35924","36643"
"29.07.2017 20:00 - 29.07.2017 21:00","35574","36300"
"29.07.2017 21:00 - 29.07.2017 22:00","35951","36006"
"29.07.2017 22:00 - 29.07.2017 23:00","33994","33749"
"29.07.2017 23:00 - 30.07.2017 00:00","31358","31471"
"30.07.2017 00:00 - 30.07.2017 01:00","29696","29233"
"30.07.2017 01:00 - 30.07.2017 02:00","27760","27444"
"30.07.2017 02:00 - 30.07.2017 03:00","26435","26110"
"30.07.2017 03:00 - 30.07.2017 04:00","25483","25200"
"30.07.2017 04:00 - 30.07.2017 05:00","24807","24818"
"30.07.2017 05:00 - 30.07.2017 06:00","24822","24716"
"30.07.2017 06:00 - 30.07.2017 07:00","24099","23957"
"30.07.2017 07:00 - 30.07.2017 08:00","25067","25105"
"30.07.2017 08:00 - 30.07.2017 09:00","26768","26776"
"30.07.2017 09:00 - 30.07.2017 10:00","28156","27995"
"30.07.2017 10:00 - 30.07.2017 11:00","29006","28762"
"30.07.2017 11:00 - 30.07.2017 12:00","29684","29247"
"30.07.2017 12:00 - 30.07.2017 13:00","29882","29268"
"30.07.2017 13:00 - 30.07.2017 14:00","29051","28959"
"30.07.2017 14:00 - 30.07.2017 15:00","29062","28901"
"30.07.2017 15:00 - 30.07.2017 16:00","29024","28915"
"30.07.2017 16:00 - 30.07.2017 17:00","28786","29303"
"30.07.2017 17:00 - 30.07.2017 18:00","29290","30399"
"30.07.2017 18:00 - 30.07.2017 19:00","30673","31868"
"30.07.2017 19:00 - 30.07.2017 20:00","32424","33145"
"30.07.2017 20:00 - 30.07.2017 21:00","33621","34174"
"30.07.2017 21:00 - 30.07.2017 22:00","34714","34827"
"30.07.2017 22:00 - 30.07.2017 23:00","33628","33310"
"30.07.2017 23:00 - 31.07.2017 00:00","31382","30846"
"31.07.2017 00:00 - 31.07.2017 01:00","28617","28224"
"31.07.2017 01:00 - 31.07.2017 02:00","26855","26538"
"31.07.2017 02:00 - 31.07.2017 03:00","25641","25406"
"31.07.2017 03:00 - 31.07.2017 04:00","24913","25068"
"31.07.2017 04:00 - 31.07.2017 05:00","24957","25186"
"31.07.2017 05:00 - 31.07.2017 06:00","26152","26560"
"31.07.2017 06:00 - 31.07.2017 07:00","28866","29675"
"31.07.2017 07:00 - 31.07.2017 08:00","33762","34769"
"31.07.2017 08:00 - 31.07.2017 09:00","39004","40026"
"31.07.2017 09:00 - 31.07.2017 10:00","41836","42581"
"31.07.2017 10:00 - 31.07.2017 11:00","43031","43537"
"31.07.2017 11:00 - 31.07.2017 12:00","43372","44292"
"31.07.2017 12:00 - 31.07.2017 13:00","42126","43515"
"31.07.2017 13:00 - 31.07.2017 14:00","41935","43873"
"31.07.2017 14:00 - 31.07.2017 15:00","42949","45273"
"31.07.2017 15:00 - 31.07.2017 16:00","43554","45600"
"31.07.2017 16:00 - 31.07.2017 17:00","43717","45963"
"31.07.2017 17:00 - 31.07.2017 18:00","43152","45373"
"31.07.2017 18:00 - 31.07.2017 19:00","42286","44074"
"31.07.2017 19:00 - 31.07.2017 20:00","41836","43611"
"31.07.2017 20:00 - 31.07.2017 21:00","41310","43476"
"31.07.2017 21:00 - 31.07.2017 22:00","41165","43144"
"31.07.2017 22:00 - 31.07.2017 23:00","38527","39945"
"31.07.2017 23:00 - 01.08.2017 00:00","35334","36872"
"01.08.2017 00:00 - 01.08.2017 01:00","33067","33836"
"01.08.2017 01:00 - 01.08.2017 02:00","31293","31607"
"01.08.2017 02:00 - 01.08.2017 03:00","29864","30296"
"01.08.2017 03:00 - 01.08.2017 04:00","29282","29551"
"01.08.2017 04:00 - 01.08.2017 05:00","29260","29426"
"01.08.2017 05:00 - 01.08.2017 06:00","30024","30394"
"01.08.2017 06:00 - 01.08.2017 07:00","32306","32677"
"01.08.2017 07:00 - 01.08.2017 08:00","36961","37352"
"01.08.2017 08:00 - 01.08.2017 09:00","42093","42180"
"01.08.2017 09:00 - 01.08.2017 10:00","45029","45162"
"01.08.2017 10:00 - 01.08.2017 11:00","46025","46586"
"01.08.2017 11:00 - 01.08.2017 12:00","46702","47530"
"01.08.2017 12:00 - 01.08.2017 13:00","46152","46991"
"01.08.2017 13:00 - 01.08.2017 14:00","45522","47261"
"01.08.2017 14:00 - 01.08.2017 15:00","45896","48560"
"01.08.2017 15:00 - 01.08.2017 16:00","46455","48560"
"01.08.2017 16:00 - 01.08.2017 17:00","47414","49002"
"01.08.2017 17:00 - 01.08.2017 18:00","47682","48301"
"01.08.2017 18:00 - 01.08.2017 19:00","47876","47168"
"01.08.2017 19:00 - 01.08.2017 20:00","47119","46639"
"01.08.2017 20:00 - 01.08.2017 21:00","46000","46341"
"01.08.2017 21:00 - 01.08.2017 22:00","44316","45752"
"01.08.2017 22:00 - 01.08.2017 23:00","41363","42340"
"01.08.2017 23:00 - 02.08.2017 00:00","37782","39129"
"02.08.2017 00:00 - 02.08.2017 01:00","34454","35751"
"02.08.2017 01:00 - 02.08.2017 02:00","31948","33262"
"02.08.2017 02:00 - 02.08.2017 03:00","30698","31882"
"02.08.2017 03:00 - 02.08.2017 04:00","29948","31015"
"02.08.2017 04:00 - 02.08.2017 05:00","29717","30696"
"02.08.2017 05:00 - 02.08.2017 06:00","30634","31745"
"02.08.2017 06:00 - 02.08.2017 07:00","33018","33880"
"02.08.2017 07:00 - 02.08.2017 08:00","37114","38372"
"02.08.2017 08:00 - 02.08.2017 09:00","42423","43293"
"02.08.2017 09:00 - 02.08.2017 10:00","46106","46356"
"02.08.2017 10:00 - 02.08.2017 11:00","47736","47802"
"02.08.2017 11:00 - 02.08.2017 12:00","48886","48951"
"02.08.2017 12:00 - 02.08.2017 13:00","48237","48485"
"02.08.2017 13:00 - 02.08.2017 14:00","48262","48745"
"02.08.2017 14:00 - 02.08.2017 15:00","49087","49486"
"02.08.2017 15:00 - 02.08.2017 16:00","49476","49640"
"02.08.2017 16:00 - 02.08.2017 17:00","50064","49922"
"02.08.2017 17:00 - 02.08.2017 18:00","50113","49091"
"02.08.2017 18:00 - 02.08.2017 19:00","49125","48207"
"02.08.2017 19:00 - 02.08.2017 20:00","48657","47485"
"02.08.2017 20:00 - 02.08.2017 21:00","47433","46995"
"02.08.2017 21:00 - 02.08.2017 22:00","46859","46403"
"02.08.2017 22:00 - 02.08.2017 23:00","43989","43222"
"02.08.2017 23:00 - 03.08.2017 00:00","40564","39947"
"03.08.2017 00:00 - 03.08.2017 01:00","37211","36546"
"03.08.2017 01:00 - 03.08.2017 02:00","34327","34175"
"03.08.2017 02:00 - 03.08.2017 03:00","32735","32589"
"03.08.2017 03:00 - 03.08.2017 04:00","31757","31691"
"03.08.2017 04:00 - 03.08.2017 05:00","31199","31297"
"03.08.2017 05:00 - 03.08.2017 06:00","32123","32008"
"03.08.2017 06:00 - 03.08.2017 07:00","34168","33915"
"03.08.2017 07:00 - 03.08.2017 08:00","38803","38377"
"03.08.2017 08:00 - 03.08.2017 09:00","43489","43339"
"03.08.2017 09:00 - 03.08.2017 10:00","46513","46379"
"03.08.2017 10:00 - 03.08.2017 11:00","48502","47858"
"03.08.2017 11:00 - 03.08.2017 12:00","49995","48966"
"03.08.2017 12:00 - 03.08.2017 13:00","49721","48771"
"03.08.2017 13:00 - 03.08.2017 14:00","49592","49053"
"03.08.2017 14:00 - 03.08.2017 15:00","50488","49875"
"03.08.2017 15:00 - 03.08.2017 16:00","51057","50028"
"03.08.2017 16:00 - 03.08.2017 17:00","51483","50114"
"03.08.2017 17:00 - 03.08.2017 18:00","51616","49574"
"03.08.2017 18:00 - 03.08.2017 19:00","50870","48479"
"03.08.2017 19:00 - 03.08.2017 20:00","50398","48037"
"03.08.2017 20:00 - 03.08.2017 21:00","49257","47656"
"03.08.2017 21:00 - 03.08.2017 22:00","48907","47205"
"03.08.2017 22:00 - 03.08.2017 23:00","46438","44113"
"03.08.2017 23:00 - 04.08.2017 00:00","42824","40477"
"04.08.2017 00:00 - 04.08.2017 01:00","37111","36919"
"04.08.2017 01:00 - 04.08.2017 02:00","34681","34429"
"04.08.2017 02:00 - 04.08.2017 03:00","32959","32901"
"04.08.2017 03:00 - 04.08.2017 04:00","31941","32013"
"04.08.2017 04:00 - 04.08.2017 05:00","31383","31582"
"04.08.2017 05:00 - 04.08.2017 06:00","31971","32254"
"04.08.2017 06:00 - 04.08.2017 07:00","33548","33787"
"04.08.2017 07:00 - 04.08.2017 08:00","37295","38059"
"04.08.2017 08:00 - 04.08.2017 09:00","42324","42617"
"04.08.2017 09:00 - 04.08.2017 10:00","45659","45818"
"04.08.2017 10:00 - 04.08.2017 11:00","47256","47147"
"04.08.2017 11:00 - 04.08.2017 12:00","48299","48192"
"04.08.2017 12:00 - 04.08.2017 13:00","48038","47968"
"04.08.2017 13:00 - 04.08.2017 14:00","47750","48025"
"04.08.2017 14:00 - 04.08.2017 15:00","48284","48471"
"04.08.2017 15:00 - 04.08.2017 16:00","48536","48445"
"04.08.2017 16:00 - 04.08.2017 17:00","48474","48421"
"04.08.2017 17:00 - 04.08.2017 18:00","47864","47890"
"04.08.2017 18:00 - 04.08.2017 19:00","46877","47198"
"04.08.2017 19:00 - 04.08.2017 20:00","46358","46486"
"04.08.2017 20:00 - 04.08.2017 21:00","45759","46099"
"04.08.2017 21:00 - 04.08.2017 22:00","45381","45437"
"04.08.2017 22:00 - 04.08.2017 23:00","42772","42171"
"04.08.2017 23:00 - 05.08.2017 00:00","39618","39179"
"05.08.2017 00:00 - 05.08.2017 01:00","36052","35913"
"05.08.2017 01:00 - 05.08.2017 02:00","33686","33528"
"05.08.2017 02:00 - 05.08.2017 03:00","31937","31974"
"05.08.2017 03:00 - 05.08.2017 04:00","30840","30960"
"05.08.2017 04:00 - 05.08.2017 05:00","30164","30261"
"05.08.2017 05:00 - 05.08.2017 06:00","29972","30152"
"05.08.2017 06:00 - 05.08.2017 07:00","29328","29778"
"05.08.2017 07:00 - 05.08.2017 08:00","31145","31619"
"05.08.2017 08:00 - 05.08.2017 09:00","33590","34356"
"05.08.2017 09:00 - 05.08.2017 10:00","36218","36787"
"05.08.2017 10:00 - 05.08.2017 11:00","37797","38184"
"05.08.2017 11:00 - 05.08.2017 12:00","38546","39000"
"05.08.2017 12:00 - 05.08.2017 13:00","39373","39312"
"05.08.2017 13:00 - 05.08.2017 14:00","38847","39051"
"05.08.2017 14:00 - 05.08.2017 15:00","38374","38922"
"05.08.2017 15:00 - 05.08.2017 16:00","38307","38910"
"05.08.2017 16:00 - 05.08.2017 17:00","38557","39359"
"05.08.2017 17:00 - 05.08.2017 18:00","39089","39894"
"05.08.2017 18:00 - 05.08.2017 19:00","39936","40577"
"05.08.2017 19:00 - 05.08.2017 20:00","40977","40957"
"05.08.2017 20:00 - 05.08.2017 21:00","41478","41306"
"05.08.2017 21:00 - 05.08.2017 22:00","41067","40776"
"05.08.2017 22:00 - 05.08.2017 23:00","39171","38311"
"05.08.2017 23:00 - 06.08.2017 00:00","36329","35626"
"06.08.2017 00:00 - 06.08.2017 01:00","32342","33117"
"06.08.2017 01:00 - 06.08.2017 02:00","30313","30983"
"06.08.2017 02:00 - 06.08.2017 03:00","28745","29396"
"06.08.2017 03:00 - 06.08.2017 04:00","27775","28387"
"06.08.2017 04:00 - 06.08.2017 05:00","27066","27799"
"06.08.2017 05:00 - 06.08.2017 06:00","26769","27652"
"06.08.2017 06:00 - 06.08.2017 07:00","25590","26430"
"06.08.2017 07:00 - 06.08.2017 08:00","25669","27202"
"06.08.2017 08:00 - 06.08.2017 09:00","27166","28771"
"06.08.2017 09:00 - 06.08.2017 10:00","29123","30767"
"06.08.2017 10:00 - 06.08.2017 11:00","30713","31924"
"06.08.2017 11:00 - 06.08.2017 12:00","31747","32924"
"06.08.2017 12:00 - 06.08.2017 13:00","33193","33704"
"06.08.2017 13:00 - 06.08.2017 14:00","33402","33675"
"06.08.2017 14:00 - 06.08.2017 15:00","33080","33299"
"06.08.2017 15:00 - 06.08.2017 16:00","32834","33059"
"06.08.2017 16:00 - 06.08.2017 17:00","32706","32946"
"06.08.2017 17:00 - 06.08.2017 18:00","33304","33489"
"06.08.2017 18:00 - 06.08.2017 19:00","34537","33756"
"06.08.2017 19:00 - 06.08.2017 20:00","36061","34518"
"06.08.2017 20:00 - 06.08.2017 21:00","37541","35688"
"06.08.2017 21:00 - 06.08.2017 22:00","38836","36330"
"06.08.2017 22:00 - 06.08.2017 23:00","37231","34529"
"06.08.2017 23:00 - 07.08.2017 00:00","34677","32054"
"07.08.2017 00:00 - 07.08.2017 01:00","30463","29758"
"07.08.2017 01:00 - 07.08.2017 02:00","28460","27760"
"07.08.2017 02:00 - 07.08.2017 03:00","27099","26711"
"07.08.2017 03:00 - 07.08.2017 04:00","26325","26112"
"07.08.2017 04:00 - 07.08.2017 05:00","26459","25923"
"07.08.2017 05:00 - 07.08.2017 06:00","27173","26676"
"07.08.2017 06:00 - 07.08.2017 07:00","29100","27959"
"07.08.2017 07:00 - 07.08.2017 08:00","32420","31388"
"07.08.2017 08:00 - 07.08.2017 09:00","36094","35449"
"07.08.2017 09:00 - 07.08.2017 10:00","39151","37837"
"07.08.2017 10:00 - 07.08.2017 11:00","40345","38547"
"07.08.2017 11:00 - 07.08.2017 12:00","41394","38988"
"07.08.2017 12:00 - 07.08.2017 13:00","40897","38705"
"07.08.2017 13:00 - 07.08.2017 14:00","41351","39240"
"07.08.2017 14:00 - 07.08.2017 15:00","41682","40200"
"07.08.2017 15:00 - 07.08.2017 16:00","42201","40562"
"07.08.2017 16:00 - 07.08.2017 17:00","42628","40749"
"07.08.2017 17:00 - 07.08.2017 18:00","42058","40167"
"07.08.2017 18:00 - 07.08.2017 19:00","41064","39372"
"07.08.2017 19:00 - 07.08.2017 20:00","39723","39003"
"07.08.2017 20:00 - 07.08.2017 21:00","39326","39309"
"07.08.2017 21:00 - 07.08.2017 22:00","39126","38938"
"07.08.2017 22:00 - 07.08.2017 23:00","36633","36328"
"07.08.2017 23:00 - 08.08.2017 00:00","32834","33574"
"08.08.2017 00:00 - 08.08.2017 01:00","31011","30982"
"08.08.2017 01:00 - 08.08.2017 02:00","29076","28868"
"08.08.2017 02:00 - 08.08.2017 03:00","27993","27579"
"08.08.2017 03:00 - 08.08.2017 04:00","27316","26855"
"08.08.2017 04:00 - 08.08.2017 05:00","27181","26678"
"08.08.2017 05:00 - 08.08.2017 06:00","27721","27384"
"08.08.2017 06:00 - 08.08.2017 07:00","28770","28337"
"08.08.2017 07:00 - 08.08.2017 08:00","31777","31328"
"08.08.2017 08:00 - 08.08.2017 09:00","35516","34984"
"08.08.2017 09:00 - 08.08.2017 10:00","38119","37419"
"08.08.2017 10:00 - 08.08.2017 11:00","39087","38395"
"08.08.2017 11:00 - 08.08.2017 12:00","39405","38983"
"08.08.2017 12:00 - 08.08.2017 13:00","39329","38873"
"08.08.2017 13:00 - 08.08.2017 14:00","39083","39028"
"08.08.2017 14:00 - 08.08.2017 15:00","39066","39703"
"08.08.2017 15:00 - 08.08.2017 16:00","39510","39872"
"08.08.2017 16:00 - 08.08.2017 17:00","39722","40072"
"08.08.2017 17:00 - 08.08.2017 18:00","39882","40212"
"08.08.2017 18:00 - 08.08.2017 19:00","39755","39782"
"08.08.2017 19:00 - 08.08.2017 20:00","40060","39445"
"08.08.2017 20:00 - 08.08.2017 21:00","40302","39437"
"08.08.2017 21:00 - 08.08.2017 22:00","39675","38616"
"08.08.2017 22:00 - 08.08.2017 23:00","37054","36051"
"08.08.2017 23:00 - 09.08.2017 00:00","34001","33277"
"09.08.2017 00:00 - 09.08.2017 01:00","30512","30593"
"09.08.2017 01:00 - 09.08.2017 02:00","28422","28616"
"09.08.2017 02:00 - 09.08.2017 03:00","27196","27296"
"09.08.2017 03:00 - 09.08.2017 04:00","26509","26672"
"09.08.2017 04:00 - 09.08.2017 05:00","26317","26329"
"09.08.2017 05:00 - 09.08.2017 06:00","26921","27015"
"09.08.2017 06:00 - 09.08.2017 07:00","28029","28177"
"09.08.2017 07:00 - 09.08.2017 08:00","30774","31487"
"09.08.2017 08:00 - 09.08.2017 09:00","34207","35252"
"09.08.2017 09:00 - 09.08.2017 10:00","36816","37890"
"09.08.2017 10:00 - 09.08.2017 11:00","38003","38976"
"09.08.2017 11:00 - 09.08.2017 12:00","38510","39717"
"09.08.2017 12:00 - 09.08.2017 13:00","38184","39935"
"09.08.2017 13:00 - 09.08.2017 14:00","38175","39872"
"09.08.2017 14:00 - 09.08.2017 15:00","38791","40503"
"09.08.2017 15:00 - 09.08.2017 16:00","39122","40836"
"09.08.2017 16:00 - 09.08.2017 17:00","39108","41308"
"09.08.2017 17:00 - 09.08.2017 18:00","39300","41204"
"09.08.2017 18:00 - 09.08.2017 19:00","38916","40540"
"09.08.2017 19:00 - 09.08.2017 20:00","38382","40168"
"09.08.2017 20:00 - 09.08.2017 21:00","38006","40338"
"09.08.2017 21:00 - 09.08.2017 22:00","37752","39420"
"09.08.2017 22:00 - 09.08.2017 23:00","35426","36767"
"09.08.2017 23:00 - 10.08.2017 00:00","32760","33737"
"10.08.2017 00:00 - 10.08.2017 01:00","30566","31139"
"10.08.2017 01:00 - 10.08.2017 02:00","28598","28926"
"10.08.2017 02:00 - 10.08.2017 03:00","27277","27578"
"10.08.2017 03:00 - 10.08.2017 04:00","26661","26778"
"10.08.2017 04:00 - 10.08.2017 05:00","26315","26402"
"10.08.2017 05:00 - 10.08.2017 06:00","27047","26984"
"10.08.2017 06:00 - 10.08.2017 07:00","28128","27837"
"10.08.2017 07:00 - 10.08.2017 08:00","31367","30686"
"10.08.2017 08:00 - 10.08.2017 09:00","35030","34186"
"10.08.2017 09:00 - 10.08.2017 10:00","37669","36727"
"10.08.2017 10:00 - 10.08.2017 11:00","38848","37619"
"10.08.2017 11:00 - 10.08.2017 12:00","39635","38503"
"10.08.2017 12:00 - 10.08.2017 13:00","39905","38565"
"10.08.2017 13:00 - 10.08.2017 14:00","39719","38415"
"10.08.2017 14:00 - 10.08.2017 15:00","40286","39894"
"10.08.2017 15:00 - 10.08.2017 16:00","40834","40149"
"10.08.2017 16:00 - 10.08.2017 17:00","41068","39398"
"10.08.2017 17:00 - 10.08.2017 18:00","41195","38515"
"10.08.2017 18:00 - 10.08.2017 19:00","40824","37974"
"10.08.2017 19:00 - 10.08.2017 20:00","40381","37675"
"10.08.2017 20:00 - 10.08.2017 21:00","39500","37738"
"10.08.2017 21:00 - 10.08.2017 22:00","39129","36877"
"10.08.2017 22:00 - 10.08.2017 23:00","36572","34060"
"10.08.2017 23:00 - 11.08.2017 00:00","33510","31517"
"11.08.2017 00:00 - 11.08.2017 01:00","30859","29370"
"11.08.2017 01:00 - 11.08.2017 02:00","28732","27485"
"11.08.2017 02:00 - 11.08.2017 03:00","27323","26284"
"11.08.2017 03:00 - 11.08.2017 04:00","26441","25562"
"11.08.2017 04:00 - 11.08.2017 05:00","25972","25354"
"11.08.2017 05:00 - 11.08.2017 06:00","26382","25925"
"11.08.2017 06:00 - 11.08.2017 07:00","27039","26719"
"11.08.2017 07:00 - 11.08.2017 08:00","29315","29204"
"11.08.2017 08:00 - 11.08.2017 09:00","32803","32570"
"11.08.2017 09:00 - 11.08.2017 10:00","35483","34381"
"11.08.2017 10:00 - 11.08.2017 11:00","36559","34517"
"11.08.2017 11:00 - 11.08.2017 12:00","37481","34960"
"11.08.2017 12:00 - 11.08.2017 13:00","37198","34089"
"11.08.2017 13:00 - 11.08.2017 14:00","36626","33384"
"11.08.2017 14:00 - 11.08.2017 15:00","37352","33668"
"11.08.2017 15:00 - 11.08.2017 16:00","37764","33375"
"11.08.2017 16:00 - 11.08.2017 17:00","37762","33591"
"11.08.2017 17:00 - 11.08.2017 18:00","37820","34318"
"11.08.2017 18:00 - 11.08.2017 19:00","37526","33640"
"11.08.2017 19:00 - 11.08.2017 20:00","37290","33650"
"11.08.2017 20:00 - 11.08.2017 21:00","37583","33618"
"11.08.2017 21:00 - 11.08.2017 22:00","37544","32547"
"11.08.2017 22:00 - 11.08.2017 23:00","35127","29998"
"11.08.2017 23:00 - 12.08.2017 00:00","32408","27509"
"12.08.2017 00:00 - 12.08.2017 01:00","27334","25951"
"12.08.2017 01:00 - 12.08.2017 02:00","25506","24186"
"12.08.2017 02:00 - 12.08.2017 03:00","24347","23221"
"12.08.2017 03:00 - 12.08.2017 04:00","23585","22719"
"12.08.2017 04:00 - 12.08.2017 05:00","23276","22437"
"12.08.2017 05:00 - 12.08.2017 06:00","23528","22820"
"12.08.2017 06:00 - 12.08.2017 07:00","23533","22665"
"12.08.2017 07:00 - 12.08.2017 08:00","24540","23982"
"12.08.2017 08:00 - 12.08.2017 09:00","26125","25922"
"12.08.2017 09:00 - 12.08.2017 10:00","27836","27228"
"12.08.2017 10:00 - 12.08.2017 11:00","29402","27273"
"12.08.2017 11:00 - 12.08.2017 12:00","29968","27432"
"12.08.2017 12:00 - 12.08.2017 13:00","30415","27852"
"12.08.2017 13:00 - 12.08.2017 14:00","30087","27030"
"12.08.2017 14:00 - 12.08.2017 15:00","29710","27056"
"12.08.2017 15:00 - 12.08.2017 16:00","29740","26873"
"12.08.2017 16:00 - 12.08.2017 17:00","30020","27577"
"12.08.2017 17:00 - 12.08.2017 18:00","30682","28053"
"12.08.2017 18:00 - 12.08.2017 19:00","31287","28933"
"12.08.2017 19:00 - 12.08.2017 20:00","32324","29745"
"12.08.2017 20:00 - 12.08.2017 21:00","32962","30613"
"12.08.2017 21:00 - 12.08.2017 22:00","33069","30016"
"12.08.2017 22:00 - 12.08.2017 23:00","31328","27871"
"12.08.2017 23:00 - 13.08.2017 00:00","29036","25686"
"13.08.2017 00:00 - 13.08.2017 01:00","24656","23220"
"13.08.2017 01:00 - 13.08.2017 02:00","23106","21689"
"13.08.2017 02:00 - 13.08.2017 03:00","21973","20497"
"13.08.2017 03:00 - 13.08.2017 04:00","21373","19960"
"13.08.2017 04:00 - 13.08.2017 05:00","21012","19753"
"13.08.2017 05:00 - 13.08.2017 06:00","21189","20054"
"13.08.2017 06:00 - 13.08.2017 07:00","20376","19331"
"13.08.2017 07:00 - 13.08.2017 08:00","20613","20153"
"13.08.2017 08:00 - 13.08.2017 09:00","22042","21911"
"13.08.2017 09:00 - 13.08.2017 10:00","23224","23251"
"13.08.2017 10:00 - 13.08.2017 11:00","23718","23966"
"13.08.2017 11:00 - 13.08.2017 12:00","23897","24169"
"13.08.2017 12:00 - 13.08.2017 13:00","24075","23970"
"13.08.2017 13:00 - 13.08.2017 14:00","23731","23006"
"13.08.2017 14:00 - 13.08.2017 15:00","22826","23031"
"13.08.2017 15:00 - 13.08.2017 16:00","22679","22948"
"13.08.2017 16:00 - 13.08.2017 17:00","22846","23806"
"13.08.2017 17:00 - 13.08.2017 18:00","23742","24458"
"13.08.2017 18:00 - 13.08.2017 19:00","25171","25672"
"13.08.2017 19:00 - 13.08.2017 20:00","26800","27095"
"13.08.2017 20:00 - 13.08.2017 21:00","28500","29136"
