"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"07.10.2015 09:00 - 07.10.2015 10:00","39980","41307"
"07.10.2015 10:00 - 07.10.2015 11:00","40283","40830"
"07.10.2015 11:00 - 07.10.2015 12:00","40003","40584"
"07.10.2015 12:00 - 07.10.2015 13:00","37611","38452"
"07.10.2015 13:00 - 07.10.2015 14:00","37025","38303"
"07.10.2015 14:00 - 07.10.2015 15:00","37545","38435"
"07.10.2015 15:00 - 07.10.2015 16:00","38154","38727"
"07.10.2015 16:00 - 07.10.2015 17:00","38238","39238"
"07.10.2015 17:00 - 07.10.2015 18:00","38105","38843"
"07.10.2015 18:00 - 07.10.2015 19:00","38216","39195"
"07.10.2015 19:00 - 07.10.2015 20:00","41052","42575"
"07.10.2015 20:00 - 07.10.2015 21:00","39992","40371"
"07.10.2015 21:00 - 07.10.2015 22:00","37011","37071"
"07.10.2015 22:00 - 07.10.2015 23:00","33610","33410"
"07.10.2015 23:00 - 08.10.2015 00:00","30418","30524"
"08.10.2015 00:00 - 08.10.2015 01:00","27658","27392"
"08.10.2015 01:00 - 08.10.2015 02:00","26102","25565"
"08.10.2015 02:00 - 08.10.2015 03:00","25278","24765"
"08.10.2015 03:00 - 08.10.2015 04:00","24762","24459"
"08.10.2015 04:00 - 08.10.2015 05:00","24976","24731"
"08.10.2015 05:00 - 08.10.2015 06:00","26034","26162"
"08.10.2015 06:00 - 08.10.2015 07:00","30232","30456"
"08.10.2015 07:00 - 08.10.2015 08:00","35317","35605"
"08.10.2015 08:00 - 08.10.2015 09:00","39226","39578"
"08.10.2015 09:00 - 08.10.2015 10:00","40809","40742"
"08.10.2015 10:00 - 08.10.2015 11:00","41270","40180"
"08.10.2015 11:00 - 08.10.2015 12:00","40949","39301"
"08.10.2015 12:00 - 08.10.2015 13:00","39367","37535"
"08.10.2015 13:00 - 08.10.2015 14:00","38931","37096"
"08.10.2015 14:00 - 08.10.2015 15:00","39911","38274"
"08.10.2015 15:00 - 08.10.2015 16:00","40507","38768"
"08.10.2015 16:00 - 08.10.2015 17:00","40451","38945"
"08.10.2015 17:00 - 08.10.2015 18:00","39935","38392"
"08.10.2015 18:00 - 08.10.2015 19:00","40648","38990"
"08.10.2015 19:00 - 08.10.2015 20:00","41985","41862"
"08.10.2015 20:00 - 08.10.2015 21:00","40343","39700"
"08.10.2015 21:00 - 08.10.2015 22:00","37672","36721"
"08.10.2015 22:00 - 08.10.2015 23:00","34048","32943"
"08.10.2015 23:00 - 09.10.2015 00:00","30768","30131"
"09.10.2015 00:00 - 09.10.2015 01:00","27346","27580"
"09.10.2015 01:00 - 09.10.2015 02:00","25548","25934"
"09.10.2015 02:00 - 09.10.2015 03:00","24607","25038"
"09.10.2015 03:00 - 09.10.2015 04:00","24177","24562"
"09.10.2015 04:00 - 09.10.2015 05:00","24406","24910"
"09.10.2015 05:00 - 09.10.2015 06:00","25597","26336"
"09.10.2015 06:00 - 09.10.2015 07:00","29473","30697"
"09.10.2015 07:00 - 09.10.2015 08:00","34903","35465"
"09.10.2015 08:00 - 09.10.2015 09:00","39029","39134"
"09.10.2015 09:00 - 09.10.2015 10:00","40797","40153"
"09.10.2015 10:00 - 09.10.2015 11:00","40936","39616"
"09.10.2015 11:00 - 09.10.2015 12:00","39890","39225"
"09.10.2015 12:00 - 09.10.2015 13:00","38601","37137"
"09.10.2015 13:00 - 09.10.2015 14:00","37756","36656"
"09.10.2015 14:00 - 09.10.2015 15:00","37411","37458"
"09.10.2015 15:00 - 09.10.2015 16:00","37223","37706"
"09.10.2015 16:00 - 09.10.2015 17:00","38013","38014"
"09.10.2015 17:00 - 09.10.2015 18:00","38109","37567"
"09.10.2015 18:00 - 09.10.2015 19:00","37998","38805"
"09.10.2015 19:00 - 09.10.2015 20:00","41093","41330"
"09.10.2015 20:00 - 09.10.2015 21:00","39982","38782"
"09.10.2015 21:00 - 09.10.2015 22:00","36757","35629"
"09.10.2015 22:00 - 09.10.2015 23:00","33381","32306"
"09.10.2015 23:00 - 10.10.2015 00:00","30431","29586"
"10.10.2015 00:00 - 10.10.2015 01:00","27924","27082"
"10.10.2015 01:00 - 10.10.2015 02:00","26084","25354"
"10.10.2015 02:00 - 10.10.2015 03:00","24951","24520"
"10.10.2015 03:00 - 10.10.2015 04:00","24151","24165"
"10.10.2015 04:00 - 10.10.2015 05:00","23852","23886"
"10.10.2015 05:00 - 10.10.2015 06:00","24541","24203"
"10.10.2015 06:00 - 10.10.2015 07:00","26178","26074"
"10.10.2015 07:00 - 10.10.2015 08:00","28749","28593"
"10.10.2015 08:00 - 10.10.2015 09:00","31110","30893"
"10.10.2015 09:00 - 10.10.2015 10:00","32935","32740"
"10.10.2015 10:00 - 10.10.2015 11:00","32640","32810"
"10.10.2015 11:00 - 10.10.2015 12:00","31869","32042"
"10.10.2015 12:00 - 10.10.2015 13:00","31025","30570"
"10.10.2015 13:00 - 10.10.2015 14:00","29439","28704"
"10.10.2015 14:00 - 10.10.2015 15:00","28828","27597"
"10.10.2015 15:00 - 10.10.2015 16:00","28559","27286"
"10.10.2015 16:00 - 10.10.2015 17:00","28943","27658"
"10.10.2015 17:00 - 10.10.2015 18:00","29915","28896"
"10.10.2015 18:00 - 10.10.2015 19:00","31359","31737"
"10.10.2015 19:00 - 10.10.2015 20:00","35713","34644"
"10.10.2015 20:00 - 10.10.2015 21:00","34683","32653"
"10.10.2015 21:00 - 10.10.2015 22:00","31959","29811"
"10.10.2015 22:00 - 10.10.2015 23:00","29804","27509"
"10.10.2015 23:00 - 11.10.2015 00:00","27833","25678"
"11.10.2015 00:00 - 11.10.2015 01:00","24124","23451"
"11.10.2015 01:00 - 11.10.2015 02:00","22347","21729"
"11.10.2015 02:00 - 11.10.2015 03:00","21379","20850"
"11.10.2015 03:00 - 11.10.2015 04:00","20932","20365"
"11.10.2015 04:00 - 11.10.2015 05:00","20701","20114"
"11.10.2015 05:00 - 11.10.2015 06:00","20920","20507"
"11.10.2015 06:00 - 11.10.2015 07:00","21657","21419"
"11.10.2015 07:00 - 11.10.2015 08:00","22149","21924"
"11.10.2015 08:00 - 11.10.2015 09:00","23065","23524"
"11.10.2015 09:00 - 11.10.2015 10:00","24886","25657"
"11.10.2015 10:00 - 11.10.2015 11:00","25900","26424"
"11.10.2015 11:00 - 11.10.2015 12:00","26142","26187"
"11.10.2015 12:00 - 11.10.2015 13:00","26388","25621"
"11.10.2015 13:00 - 11.10.2015 14:00","25389","23755"
"11.10.2015 14:00 - 11.10.2015 15:00","24403","23325"
"11.10.2015 15:00 - 11.10.2015 16:00","24206","23410"
"11.10.2015 16:00 - 11.10.2015 17:00","24146","23741"
"11.10.2015 17:00 - 11.10.2015 18:00","24851","24656"
"11.10.2015 18:00 - 11.10.2015 19:00","27421","27220"
"11.10.2015 19:00 - 11.10.2015 20:00","31402","30983"
"11.10.2015 20:00 - 11.10.2015 21:00","31444","30329"
"11.10.2015 21:00 - 11.10.2015 22:00","29695","28563"
"11.10.2015 22:00 - 11.10.2015 23:00","27518","26499"
"11.10.2015 23:00 - 12.10.2015 00:00","25226","24222"
"12.10.2015 00:00 - 12.10.2015 01:00","22220","21929"
"12.10.2015 01:00 - 12.10.2015 02:00","20936","20628"
"12.10.2015 02:00 - 12.10.2015 03:00","20426","20067"
"12.10.2015 03:00 - 12.10.2015 04:00","20143","20053"
"12.10.2015 04:00 - 12.10.2015 05:00","20675","20392"
"12.10.2015 05:00 - 12.10.2015 06:00","22600","22246"
"12.10.2015 06:00 - 12.10.2015 07:00","27707","27898"
"12.10.2015 07:00 - 12.10.2015 08:00","33344","33469"
"12.10.2015 08:00 - 12.10.2015 09:00","37840","37398"
"12.10.2015 09:00 - 12.10.2015 10:00","39478","38967"
"12.10.2015 10:00 - 12.10.2015 11:00","39635","38580"
"12.10.2015 11:00 - 12.10.2015 12:00","39379","38172"
"12.10.2015 12:00 - 12.10.2015 13:00","38062","35799"
"12.10.2015 13:00 - 12.10.2015 14:00","37494","35594"
"12.10.2015 14:00 - 12.10.2015 15:00","38860","37166"
"12.10.2015 15:00 - 12.10.2015 16:00","39536","37582"
"12.10.2015 16:00 - 12.10.2015 17:00","39601","37833"
"12.10.2015 17:00 - 12.10.2015 18:00","38683","37624"
"12.10.2015 18:00 - 12.10.2015 19:00","39369","38756"
"12.10.2015 19:00 - 12.10.2015 20:00","41559","41129"
"12.10.2015 20:00 - 12.10.2015 21:00","39484","38795"
"12.10.2015 21:00 - 12.10.2015 22:00","36472","35617"
"12.10.2015 22:00 - 12.10.2015 23:00","32593","31844"
"12.10.2015 23:00 - 13.10.2015 00:00","29589","28908"
"13.10.2015 00:00 - 13.10.2015 01:00","26239","26330"
"13.10.2015 01:00 - 13.10.2015 02:00","24666","24624"
"13.10.2015 02:00 - 13.10.2015 03:00","23775","23876"
"13.10.2015 03:00 - 13.10.2015 04:00","23732","23623"
"13.10.2015 04:00 - 13.10.2015 05:00","23708","23739"
"13.10.2015 05:00 - 13.10.2015 06:00","24928","25349"
"13.10.2015 06:00 - 13.10.2015 07:00","29289","30044"
"13.10.2015 07:00 - 13.10.2015 08:00","34974","35550"
"13.10.2015 08:00 - 13.10.2015 09:00","38808","39461"
"13.10.2015 09:00 - 13.10.2015 10:00","40579","41115"
"13.10.2015 10:00 - 13.10.2015 11:00","40416","41159"
"13.10.2015 11:00 - 13.10.2015 12:00","40140","40915"
"13.10.2015 12:00 - 13.10.2015 13:00","38095","38265"
"13.10.2015 13:00 - 13.10.2015 14:00","36963","38034"
"13.10.2015 14:00 - 13.10.2015 15:00","38335","39324"
"13.10.2015 15:00 - 13.10.2015 16:00","39220","39995"
"13.10.2015 16:00 - 13.10.2015 17:00","39059","40015"
"13.10.2015 17:00 - 13.10.2015 18:00","38789","39369"
"13.10.2015 18:00 - 13.10.2015 19:00","38924","40204"
"13.10.2015 19:00 - 13.10.2015 20:00","41412","41884"
"13.10.2015 20:00 - 13.10.2015 21:00","39625","39427"
"13.10.2015 21:00 - 13.10.2015 22:00","36506","36213"
"13.10.2015 22:00 - 13.10.2015 23:00","32878","32385"
"13.10.2015 23:00 - 14.10.2015 00:00","29635","29277"
"14.10.2015 00:00 - 14.10.2015 01:00","26884","26609"
"14.10.2015 01:00 - 14.10.2015 02:00","25064","25019"
"14.10.2015 02:00 - 14.10.2015 03:00","24133","24228"
"14.10.2015 03:00 - 14.10.2015 04:00","23816","23929"
"14.10.2015 04:00 - 14.10.2015 05:00","23842","24177"
"14.10.2015 05:00 - 14.10.2015 06:00","25315","25673"
"14.10.2015 06:00 - 14.10.2015 07:00","29454","30401"
"14.10.2015 07:00 - 14.10.2015 08:00","35285","36007"
"14.10.2015 08:00 - 14.10.2015 09:00","39275","40121"
"14.10.2015 09:00 - 14.10.2015 10:00","41188","41212"
"14.10.2015 10:00 - 14.10.2015 11:00","41144","41205"
"14.10.2015 11:00 - 14.10.2015 12:00","40487","41007"
"14.10.2015 12:00 - 14.10.2015 13:00","38378","38510"
"14.10.2015 13:00 - 14.10.2015 14:00","37275","38181"
"14.10.2015 14:00 - 14.10.2015 15:00","38874","39258"
"14.10.2015 15:00 - 14.10.2015 16:00","38955","39640"
"14.10.2015 16:00 - 14.10.2015 17:00","39109","39598"
"14.10.2015 17:00 - 14.10.2015 18:00","39131","39359"
"14.10.2015 18:00 - 14.10.2015 19:00","39314","40328"
"14.10.2015 19:00 - 14.10.2015 20:00","42058","42086"
"14.10.2015 20:00 - 14.10.2015 21:00","40576","39775"
"14.10.2015 21:00 - 14.10.2015 22:00","37371","36518"
"14.10.2015 22:00 - 14.10.2015 23:00","33785","32769"
"14.10.2015 23:00 - 15.10.2015 00:00","30405","29640"
"15.10.2015 00:00 - 15.10.2015 01:00","27158","27058"
"15.10.2015 01:00 - 15.10.2015 02:00","25390","25539"
"15.10.2015 02:00 - 15.10.2015 03:00","24531","24592"
"15.10.2015 03:00 - 15.10.2015 04:00","24155","24354"
"15.10.2015 04:00 - 15.10.2015 05:00","24371","24500"
"15.10.2015 05:00 - 15.10.2015 06:00","25681","25923"
"15.10.2015 06:00 - 15.10.2015 07:00","30180","30450"
"15.10.2015 07:00 - 15.10.2015 08:00","35665","35850"
"15.10.2015 08:00 - 15.10.2015 09:00","39792","39802"
"15.10.2015 09:00 - 15.10.2015 10:00","41141","41177"
"15.10.2015 10:00 - 15.10.2015 11:00","41104","41300"
"15.10.2015 11:00 - 15.10.2015 12:00","40795","41440"
"15.10.2015 12:00 - 15.10.2015 13:00","38614","38530"
"15.10.2015 13:00 - 15.10.2015 14:00","37585","37169"
"15.10.2015 14:00 - 15.10.2015 15:00","38991","37356"
"15.10.2015 15:00 - 15.10.2015 16:00","39613","37857"
"15.10.2015 16:00 - 15.10.2015 17:00","39914","38182"
"15.10.2015 17:00 - 15.10.2015 18:00","39399","37873"
"15.10.2015 18:00 - 15.10.2015 19:00","39835","39082"
"15.10.2015 19:00 - 15.10.2015 20:00","42044","41421"
"15.10.2015 20:00 - 15.10.2015 21:00","40278","39023"
"15.10.2015 21:00 - 15.10.2015 22:00","37219","36055"
"15.10.2015 22:00 - 15.10.2015 23:00","33544","32282"
"15.10.2015 23:00 - 16.10.2015 00:00","30078","29199"
"16.10.2015 00:00 - 16.10.2015 01:00","26974","26623"
"16.10.2015 01:00 - 16.10.2015 02:00","25404","24887"
"16.10.2015 02:00 - 16.10.2015 03:00","24398","23845"
"16.10.2015 03:00 - 16.10.2015 04:00","24158","23562"
"16.10.2015 04:00 - 16.10.2015 05:00","24278","23765"
"16.10.2015 05:00 - 16.10.2015 06:00","25587","25290"
"16.10.2015 06:00 - 16.10.2015 07:00","29646","30003"
"16.10.2015 07:00 - 16.10.2015 08:00","35136","35428"
"16.10.2015 08:00 - 16.10.2015 09:00","39193","38943"
"16.10.2015 09:00 - 16.10.2015 10:00","40993","40579"
"16.10.2015 10:00 - 16.10.2015 11:00","40995","40170"
"16.10.2015 11:00 - 16.10.2015 12:00","40897","39557"
"16.10.2015 12:00 - 16.10.2015 13:00","39045","36763"
"16.10.2015 13:00 - 16.10.2015 14:00","37484","36093"
"16.10.2015 14:00 - 16.10.2015 15:00","38587","37193"
"16.10.2015 15:00 - 16.10.2015 16:00","39103","37453"
"16.10.2015 16:00 - 16.10.2015 17:00","38958","37868"
"16.10.2015 17:00 - 16.10.2015 18:00","38803","37386"
"16.10.2015 18:00 - 16.10.2015 19:00","39920","38798"
"16.10.2015 19:00 - 16.10.2015 20:00","42031","41139"
"16.10.2015 20:00 - 16.10.2015 21:00","40204","38561"
"16.10.2015 21:00 - 16.10.2015 22:00","37205","35607"
"16.10.2015 22:00 - 16.10.2015 23:00","33899","32143"
"16.10.2015 23:00 - 17.10.2015 00:00","30653","29369"
"17.10.2015 00:00 - 17.10.2015 01:00","26754","26541"
"17.10.2015 01:00 - 17.10.2015 02:00","24899","24860"
"17.10.2015 02:00 - 17.10.2015 03:00","23696","23915"
"17.10.2015 03:00 - 17.10.2015 04:00","23227","23337"
"17.10.2015 04:00 - 17.10.2015 05:00","22943","23302"
"17.10.2015 05:00 - 17.10.2015 06:00","23462","23638"
"17.10.2015 06:00 - 17.10.2015 07:00","25450","25904"
"17.10.2015 07:00 - 17.10.2015 08:00","28395","28376"
"17.10.2015 08:00 - 17.10.2015 09:00","30636","30464"
"17.10.2015 09:00 - 17.10.2015 10:00","32358","32041"
"17.10.2015 10:00 - 17.10.2015 11:00","33004","31925"
"17.10.2015 11:00 - 17.10.2015 12:00","32502","30570"
"17.10.2015 12:00 - 17.10.2015 13:00","31130","28875"
"17.10.2015 13:00 - 17.10.2015 14:00","28282","27685"
"17.10.2015 14:00 - 17.10.2015 15:00","26803","27469"
"17.10.2015 15:00 - 17.10.2015 16:00","26719","27496"
"17.10.2015 16:00 - 17.10.2015 17:00","27256","28351"
"17.10.2015 17:00 - 17.10.2015 18:00","28531","29221"
"17.10.2015 18:00 - 17.10.2015 19:00","31443","32297"
"17.10.2015 19:00 - 17.10.2015 20:00","35004","35024"
"17.10.2015 20:00 - 17.10.2015 21:00","33688","32962"
"17.10.2015 21:00 - 17.10.2015 22:00","30816","30165"
"17.10.2015 22:00 - 17.10.2015 23:00","28508","28013"
"17.10.2015 23:00 - 18.10.2015 00:00","26101","25673"
"18.10.2015 00:00 - 18.10.2015 01:00","23801","23293"
"18.10.2015 01:00 - 18.10.2015 02:00","21976","21491"
"18.10.2015 02:00 - 18.10.2015 03:00","20901","20372"
"18.10.2015 03:00 - 18.10.2015 04:00","20203","19950"
"18.10.2015 04:00 - 18.10.2015 05:00","19867","19952"
"18.10.2015 05:00 - 18.10.2015 06:00","20223","20329"
"18.10.2015 06:00 - 18.10.2015 07:00","20919","21220"
"18.10.2015 07:00 - 18.10.2015 08:00","21703","22091"
"18.10.2015 08:00 - 18.10.2015 09:00","23329","23458"
"18.10.2015 09:00 - 18.10.2015 10:00","25491","25113"
"18.10.2015 10:00 - 18.10.2015 11:00","26285","26078"
"18.10.2015 11:00 - 18.10.2015 12:00","26023","26572"
"18.10.2015 12:00 - 18.10.2015 13:00","25627","26337"
"18.10.2015 13:00 - 18.10.2015 14:00","23573","24778"
"18.10.2015 14:00 - 18.10.2015 15:00","23046","24122"
"18.10.2015 15:00 - 18.10.2015 16:00","23172","24106"
"18.10.2015 16:00 - 18.10.2015 17:00","23686","24380"
"18.10.2015 17:00 - 18.10.2015 18:00","25301","25573"
"18.10.2015 18:00 - 18.10.2015 19:00","27693","28849"
"18.10.2015 19:00 - 18.10.2015 20:00","30413","31709"
"18.10.2015 20:00 - 18.10.2015 21:00","30004","30857"
"18.10.2015 21:00 - 18.10.2015 22:00","28169","28962"
"18.10.2015 22:00 - 18.10.2015 23:00","26109","26908"
"18.10.2015 23:00 - 19.10.2015 00:00","23759","24344"
"19.10.2015 00:00 - 19.10.2015 01:00","22865","22092"
"19.10.2015 01:00 - 19.10.2015 02:00","21241","20655"
"19.10.2015 02:00 - 19.10.2015 03:00","20333","19941"
"19.10.2015 03:00 - 19.10.2015 04:00","20158","19844"
"19.10.2015 04:00 - 19.10.2015 05:00","20525","20407"
"19.10.2015 05:00 - 19.10.2015 06:00","22241","22302"
"19.10.2015 06:00 - 19.10.2015 07:00","27013","28151"
"19.10.2015 07:00 - 19.10.2015 08:00","33093","34069"
"19.10.2015 08:00 - 19.10.2015 09:00","37134","38168"
"19.10.2015 09:00 - 19.10.2015 10:00","39329","39562"
"19.10.2015 10:00 - 19.10.2015 11:00","39328","39124"
"19.10.2015 11:00 - 19.10.2015 12:00","38942","38544"
"19.10.2015 12:00 - 19.10.2015 13:00","36467","35889"
"19.10.2015 13:00 - 19.10.2015 14:00","35747","35857"
"19.10.2015 14:00 - 19.10.2015 15:00","37217","37094"
"19.10.2015 15:00 - 19.10.2015 16:00","37919","37712"
"19.10.2015 16:00 - 19.10.2015 17:00","38330","37935"
"19.10.2015 17:00 - 19.10.2015 18:00","37923","37196"
"19.10.2015 18:00 - 19.10.2015 19:00","38778","38881"
"19.10.2015 19:00 - 19.10.2015 20:00","40862","41088"
"19.10.2015 20:00 - 19.10.2015 21:00","38974","38799"
"19.10.2015 21:00 - 19.10.2015 22:00","36177","35840"
"19.10.2015 22:00 - 19.10.2015 23:00","32488","32032"
"19.10.2015 23:00 - 20.10.2015 00:00","29310","28993"
"20.10.2015 00:00 - 20.10.2015 01:00","26247","26057"
"20.10.2015 01:00 - 20.10.2015 02:00","24631","24487"
"20.10.2015 02:00 - 20.10.2015 03:00","23572","23799"
"20.10.2015 03:00 - 20.10.2015 04:00","23249","23563"
"20.10.2015 04:00 - 20.10.2015 05:00","23514","23725"
"20.10.2015 05:00 - 20.10.2015 06:00","24869","25275"
"20.10.2015 06:00 - 20.10.2015 07:00","29636","30172"
"20.10.2015 07:00 - 20.10.2015 08:00","35528","36085"
"20.10.2015 08:00 - 20.10.2015 09:00","39521","39554"
"20.10.2015 09:00 - 20.10.2015 10:00","41082","40766"
"20.10.2015 10:00 - 20.10.2015 11:00","41191","40569"
"20.10.2015 11:00 - 20.10.2015 12:00","40585","39796"
"20.10.2015 12:00 - 20.10.2015 13:00","37947","37326"
"20.10.2015 13:00 - 20.10.2015 14:00","36501","36632"
"20.10.2015 14:00 - 20.10.2015 15:00","38015","37798"
"20.10.2015 15:00 - 20.10.2015 16:00","38850","38185"
"20.10.2015 16:00 - 20.10.2015 17:00","38957","38469"
"20.10.2015 17:00 - 20.10.2015 18:00","39324","38021"
"20.10.2015 18:00 - 20.10.2015 19:00","40914","39955"
"20.10.2015 19:00 - 20.10.2015 20:00","42979","41729"
"20.10.2015 20:00 - 20.10.2015 21:00","40699","39260"
"20.10.2015 21:00 - 20.10.2015 22:00","37322","36123"
"20.10.2015 22:00 - 20.10.2015 23:00","33657","32293"
"20.10.2015 23:00 - 21.10.2015 00:00","30335","29283"
"21.10.2015 00:00 - 21.10.2015 01:00","26648","26405"
"21.10.2015 01:00 - 21.10.2015 02:00","24848","24702"
"21.10.2015 02:00 - 21.10.2015 03:00","24132","23877"
"21.10.2015 03:00 - 21.10.2015 04:00","23837","23630"
"21.10.2015 04:00 - 21.10.2015 05:00","23935","23770"
"21.10.2015 05:00 - 21.10.2015 06:00","25232","25436"
"21.10.2015 06:00 - 21.10.2015 07:00","29528","30189"
"21.10.2015 07:00 - 21.10.2015 08:00","35756","36248"
"21.10.2015 08:00 - 21.10.2015 09:00","39639","39875"
"21.10.2015 09:00 - 21.10.2015 10:00","41408","41021"
"21.10.2015 10:00 - 21.10.2015 11:00","41267","40433"
"21.10.2015 11:00 - 21.10.2015 12:00","40489","39896"
"21.10.2015 12:00 - 21.10.2015 13:00","38180","37138"
"21.10.2015 13:00 - 21.10.2015 14:00","37077","36848"
"21.10.2015 14:00 - 21.10.2015 15:00","38259","37699"
"21.10.2015 15:00 - 21.10.2015 16:00","39211","38152"
"21.10.2015 16:00 - 21.10.2015 17:00","39360","38224"
"21.10.2015 17:00 - 21.10.2015 18:00","38847","38076"
"21.10.2015 18:00 - 21.10.2015 19:00","39816","40104"
"21.10.2015 19:00 - 21.10.2015 20:00","42085","41616"
"21.10.2015 20:00 - 21.10.2015 21:00","40150","39226"
"21.10.2015 21:00 - 21.10.2015 22:00","37342","36122"
"21.10.2015 22:00 - 21.10.2015 23:00","33782","32356"
"21.10.2015 23:00 - 22.10.2015 00:00","30380","28979"
"22.10.2015 00:00 - 22.10.2015 01:00","26504","26139"
"22.10.2015 01:00 - 22.10.2015 02:00","24845","24564"
"22.10.2015 02:00 - 22.10.2015 03:00","23871","23842"
"22.10.2015 03:00 - 22.10.2015 04:00","23619","23692"
"22.10.2015 04:00 - 22.10.2015 05:00","23663","23841"
"22.10.2015 05:00 - 22.10.2015 06:00","25021","25271"
"22.10.2015 06:00 - 22.10.2015 07:00","29291","30271"
"22.10.2015 07:00 - 22.10.2015 08:00","35453","36335"
"22.10.2015 08:00 - 22.10.2015 09:00","39354","39749"
"22.10.2015 09:00 - 22.10.2015 10:00","40885","40928"
"22.10.2015 10:00 - 22.10.2015 11:00","40604","40723"
"22.10.2015 11:00 - 22.10.2015 12:00","40039","40299"
"22.10.2015 12:00 - 22.10.2015 13:00","37062","37290"
"22.10.2015 13:00 - 22.10.2015 14:00","36698","36544"
"22.10.2015 14:00 - 22.10.2015 15:00","37601","37678"
"22.10.2015 15:00 - 22.10.2015 16:00","38089","37981"
"22.10.2015 16:00 - 22.10.2015 17:00","38249","38158"
"22.10.2015 17:00 - 22.10.2015 18:00","38016","37854"
"22.10.2015 18:00 - 22.10.2015 19:00","39557","39928"
"22.10.2015 19:00 - 22.10.2015 20:00","41833","41874"
"22.10.2015 20:00 - 22.10.2015 21:00","39664","39390"
"22.10.2015 21:00 - 22.10.2015 22:00","36884","36344"
"22.10.2015 22:00 - 22.10.2015 23:00","33075","32427"
"22.10.2015 23:00 - 23.10.2015 00:00","29847","29171"
"23.10.2015 00:00 - 23.10.2015 01:00","26216","26709"
"23.10.2015 01:00 - 23.10.2015 02:00","24494","24759"
"23.10.2015 02:00 - 23.10.2015 03:00","23666","23812"
"23.10.2015 03:00 - 23.10.2015 04:00","23431","23442"
"23.10.2015 04:00 - 23.10.2015 05:00","23600","23575"
"23.10.2015 05:00 - 23.10.2015 06:00","25314","24981"
"23.10.2015 06:00 - 23.10.2015 07:00","30284","30043"
"23.10.2015 07:00 - 23.10.2015 08:00","36360","36323"
"23.10.2015 08:00 - 23.10.2015 09:00","39626","39661"
"23.10.2015 09:00 - 23.10.2015 10:00","41064","40785"
"23.10.2015 10:00 - 23.10.2015 11:00","40572","40048"
"23.10.2015 11:00 - 23.10.2015 12:00","39993","39386"
"23.10.2015 12:00 - 23.10.2015 13:00","36918","36448"
"23.10.2015 13:00 - 23.10.2015 14:00","36228","36060"
"23.10.2015 14:00 - 23.10.2015 15:00","37361","36955"
"23.10.2015 15:00 - 23.10.2015 16:00","37737","37120"
"23.10.2015 16:00 - 23.10.2015 17:00","37894","37404"
"23.10.2015 17:00 - 23.10.2015 18:00","37556","36934"
"23.10.2015 18:00 - 23.10.2015 19:00","39290","39290"
"23.10.2015 19:00 - 23.10.2015 20:00","41516","41220"
"23.10.2015 20:00 - 23.10.2015 21:00","39434","38790"
"23.10.2015 21:00 - 23.10.2015 22:00","36005","35607"
"23.10.2015 22:00 - 23.10.2015 23:00","32831","32123"
"23.10.2015 23:00 - 24.10.2015 00:00","29384","29154"
"24.10.2015 00:00 - 24.10.2015 01:00","26682","26332"
"24.10.2015 01:00 - 24.10.2015 02:00","24607","24542"
"24.10.2015 02:00 - 24.10.2015 03:00","23481","23564"
"24.10.2015 03:00 - 24.10.2015 04:00","22866","23058"
"24.10.2015 04:00 - 24.10.2015 05:00","22624","22886"
"24.10.2015 05:00 - 24.10.2015 06:00","23120","23305"
"24.10.2015 06:00 - 24.10.2015 07:00","25393","25629"
"24.10.2015 07:00 - 24.10.2015 08:00","28951","28755"
"24.10.2015 08:00 - 24.10.2015 09:00","31078","30797"
"24.10.2015 09:00 - 24.10.2015 10:00","32607","31803"
"24.10.2015 10:00 - 24.10.2015 11:00","32121","31154"
"24.10.2015 11:00 - 24.10.2015 12:00","30918","29893"
"24.10.2015 12:00 - 24.10.2015 13:00","29067","28185"
"24.10.2015 13:00 - 24.10.2015 14:00","27713","26778"
"24.10.2015 14:00 - 24.10.2015 15:00","27130","26286"
"24.10.2015 15:00 - 24.10.2015 16:00","27164","26354"
"24.10.2015 16:00 - 24.10.2015 17:00","27644","27061"
"24.10.2015 17:00 - 24.10.2015 18:00","28625","28587"
"24.10.2015 18:00 - 24.10.2015 19:00","31992","32832"
"24.10.2015 19:00 - 24.10.2015 20:00","35458","35011"
"24.10.2015 20:00 - 24.10.2015 21:00","34193","32934"
"24.10.2015 21:00 - 24.10.2015 22:00","31213","30182"
"24.10.2015 22:00 - 24.10.2015 23:00","29035","27886"
"24.10.2015 23:00 - 25.10.2015 00:00","26391","25642"
"25.10.2015 00:00 - 25.10.2015 01:00","23409","23707"
"25.10.2015 01:00 - 25.10.2015 02:00","21547","21823"
"25.10.2015 02:00 - 25.10.2015 03:00","20993","19813"
"25.10.2015 02:00 - 25.10.2015 03:00","20993","19199"
"25.10.2015 03:00 - 25.10.2015 04:00","19871","20197"
"25.10.2015 04:00 - 25.10.2015 05:00","19719","20100"
"25.10.2015 05:00 - 25.10.2015 06:00","20162","20718"
"25.10.2015 06:00 - 25.10.2015 07:00","21214","21312"
"25.10.2015 07:00 - 25.10.2015 08:00","22247","21851"
"25.10.2015 08:00 - 25.10.2015 09:00","24012","24052"
"25.10.2015 09:00 - 25.10.2015 10:00","25284","25417"
"25.10.2015 10:00 - 25.10.2015 11:00","25972","26230"
